		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110100000   27   23   28   23   21   16   22   24  4.730032 0.786002 SUCCESS 106
110100010   21   22   27   24   25   25   21   23  1.629318 0.990347 SUCCESS 107
110100100   19   21   26   33   34   35   33   21 17.258661 0.027526 SUCCESS 108
110101000   23   35   21   32   20   35   24   24 13.376812 0.099526 SUCCESS 109
110101010   27   24   20   17   28   23   15   30  9.136169 0.330940 SUCCESS 110
110101100   18   24   18   15   24   27   20   27  8.617839 0.375552 SUCCESS 111
110110000   26   25   23   25   30   22   33   27  5.216587 0.734196 SUCCESS 112
110110010   25   16   24   24   23   21   20   29  5.305954 0.724431 SUCCESS 113
110110100   26   26   21   24   18   26   29   12  9.966292 0.267400 SUCCESS 114
110111000   26   25   23   25   27   25   16   34  7.418332 0.492242 SUCCESS 115
110111010   19   26   17   26   24   23   20   29  5.577366 0.694454 SUCCESS 116
110111100   28   29   40   24   23   23   26   19 13.274867 0.102736 SUCCESS 117
111000000   23   32   24   33   17   29   26   26  9.105718 0.333456 SUCCESS 118
111000010   19   25   33   25   23   27   24   20  5.595901 0.692393 SUCCESS 119
111000100   21   26   22   25   26   26   20   28  2.443554 0.964311 SUCCESS 120
111000110   32   21   34   20   28   24   19   27  9.740557 0.283710 SUCCESS 121
111001000   31   21   23   28   31   33   30   31 11.124757 0.194730 SUCCESS 122
111001010   24   34   30   16   19   17   24   24 11.797328 0.160478 SUCCESS 123
111001100   28   30   24   28   27   21   29   24  4.115053 0.846597 SUCCESS 124
111010000   20   21   34   20   28   25   29   27  7.783083 0.454941 SUCCESS 125
111010010   15   25   32   33   29   32   30   18 15.749348 0.046111 SUCCESS 126
111010100   28   23   17   32   18   24   25   21  7.645391 0.468853 SUCCESS 127
111010110   23   23   17   21   21   30   16   24  7.787717 0.454477 SUCCESS 128
111011000   31   17   25   22   22   23   36   26 10.562074 0.227768 SUCCESS 129
111011010   24   25   26   26   17   23   27   18  4.662510 0.792963 SUCCESS 130
111011100   31   26   22   23   21   23   23   37  9.664429 0.289373 SUCCESS 131
111100000   24   28   33   24   19   33   25   23  8.165045 0.417516 SUCCESS 132
111100010   17   24   24   27   19   22   24   29  5.001444 0.757422 SUCCESS 133
111100100   29   27   28   29   34   32   26   30 10.422396 0.236621 SUCCESS 134
111100110   20   33   31   27   16   20   25   29 10.807668 0.212837 SUCCESS 135
111101000   18   19   19   25   22   22   22   23  5.033219 0.754020 SUCCESS 136
111101010   30   29   17   30   26   22   21   22  6.960242 0.540928 SUCCESS 137
111101100   30   19   29   20   22   26   27   33  8.054494 0.428165 SUCCESS 138
111101110   22   30   17   26   21   22   31   30  7.909521 0.442358 SUCCESS 139
111110000   26   23   29   16   21   32   28   26  7.672532 0.466094 SUCCESS 140
111110010   25   21   22   25   32   31   28   29  6.504800 0.590875 SUCCESS 141
111110100   14   18   28   24   23   19   25   19  9.439356 0.306598 SUCCESS 142
111110110   24   17   28   24   14   24   16   30 11.787398 0.160945 SUCCESS 143
111111000   21   19   25   23   16   34   30   22 10.289338 0.245303 SUCCESS 144
111111010   22   23   20   33   23   23   24   32  6.901326 0.547315 SUCCESS 145
111111100   14   24   22   20   26   31   23   29  8.586064 0.378408 SUCCESS 146
111111110   19   17   24   17   25   28   22   31  8.534430 0.383078 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   35   22   20   24   25   25   17   26  8.290159 0.405652 SUCCESS   0
000000011   26   25   32   20   23   27   23   18  5.578690 0.694307 SUCCESS   1
000000101   26   25   26   20   21   27   19   34  6.968848 0.539998 SUCCESS   2
000000111   20   33   28   21   30   21   22   23  7.138314 0.521786 SUCCESS   3
000001001   25   20   25   20   21   31   24   24  4.019066 0.855399 SUCCESS   4
000001011   20   26   24   21   25   29   16   26  5.433716 0.710372 SUCCESS   5
000001101   30   24   27   28   15   25   25   17  8.264342 0.408084 SUCCESS   6
000001111   26   18   30   22   22   14   22   22  8.728390 0.365724 SUCCESS   7
000010001   31   37   24   27   35   26   22   29 14.878844 0.061545 SUCCESS   8
000010011   24   21   29   25   16   36   25   32 12.562577 0.127813 SUCCESS   9
000010101   24   22   22   22   27   29   21   26  2.519681 0.960807 SUCCESS  10
000010111   18   19   19   20   27   21   21   22  6.532603 0.587794 SUCCESS  11
000011001   15   21   33   23   22   24   22   16 10.931459 0.205613 SUCCESS  12
000011011   22   21   23   18   13   19   26   29 10.295296 0.244909 SUCCESS  13
000011101   26   27   24   18   21   15   24   26  6.483616 0.593225 SUCCESS  14
000011111   28   21   32   20   25   21   21   25  5.315884 0.723342 SUCCESS  15
000100011   30   34   27   26   33   27   18   22 11.030094 0.200000 SUCCESS  16
000100101   22   29   20   36   32   24   33   23 13.335107 0.100828 SUCCESS  17
000100111   23   26   24   20   22   30   27   33  6.012287 0.645856 SUCCESS  18
000101001   30   21   24   29   29   24   21   31  5.961976 0.651491 SUCCESS  19
000101011   22   27   24   24   28   28   19   32  5.325814 0.722252 SUCCESS  20
000101101   26   19   29   21   29   28   26   26  4.393746 0.819967 SUCCESS  21
000101111   22   21   16   18   28   21   22   19  7.973071 0.436105 SUCCESS  22
000110011   18   23   30   27   13   21   23   12 16.022745 0.042056 SUCCESS  23
000110101   31   29   29   24   18   27   23   28  6.300910 0.613565 SUCCESS  24
000110111   20   22   21   19   20   16   24   22  6.845719 0.553366 SUCCESS  25
000111001   34   23   21   28   16   18   21   23 10.322437 0.243120 SUCCESS  26
000111011   27   25   27   18   34   22   30   28  8.351723 0.399888 SUCCESS  27
000111101   26   22   31   22   27   17   20   18  7.602362 0.473243 SUCCESS  28
000111111   14   20   35   17   19   29   30   22 16.186254 0.039791 SUCCESS  29
001000011   24   20   29   20   14   17   25   29 10.355536 0.240953 SUCCESS  30
001000101   27   25   21   21   27   24   20   29  3.290888 0.914799 SUCCESS  31
001000111   29   16   27   27   29   26   16   26  8.561571 0.380619 SUCCESS  32
001001011   27   22   22   34   25   21   32   21  8.122016 0.421643 SUCCESS  33
001001101   24   28   23   23   24   31   26   15  6.426024 0.599624 SUCCESS  34
001001111   24   27   16   22   26   29   24   25  4.553283 0.804079 SUCCESS  35
001010011   28   32   31   25   27   23   17   17  9.866995 0.274486 SUCCESS  36
001010101   23   14   23   30   29   26   15   28 11.373661 0.181412 SUCCESS  37
001010111   24   15   18   24   28   36   13   27 17.533383 0.025010 SUCCESS  38
001011011   24   17   22   30   32   30   29   27  8.860124 0.354233 SUCCESS  39
001011101   19   25   17   23   24   26   29   19  5.899088 0.658535 SUCCESS  40
001011111   20   16   17   20   29   20   19   24  9.904728 0.271777 SUCCESS  41
001100101   27   19   27   30   29   28   21   14  9.654500 0.290117 SUCCESS  42
001100111   18   22   31   28   12   29   26   18 13.627040 0.092020 SUCCESS  43
001101011   28   27   24   26   21   19   18   22  4.653904 0.793845 SUCCESS  44
001101101   28   24   28   22   23   23   20   25  2.350214 0.968350 SUCCESS  45
001101111   15   28   28   29   22   19   31   25  9.078577 0.335711 SUCCESS  46
001110101   25   25   27   25    9   19   27   34 15.805616 0.045248 SUCCESS  47
001110111   28   26   27   18   28   23   38   32 13.597913 0.092867 SUCCESS  48
001111011   29   28   30   19   32   20   20   25  8.113411 0.422471 SUCCESS  49
001111101   33   31   17   24   33   25   23   27 10.826204 0.211743 SUCCESS  50
001111111   20   19   28   26   19   22   32   23  6.721929 0.566910 SUCCESS  51
010000011   28   15   21   27   15   22   22   20 10.117223 0.256895 SUCCESS  52
010000111   23   24   30   20   19   21   24   23  4.052165 0.852387 SUCCESS  53
010001011   27   21   18   17   26   25   21   24  5.449604 0.708617 SUCCESS  54
010001111   22   21   33   29   28   21   26   20  6.731859 0.565820 SUCCESS  55
010010011   27   30   18   23   21   19   27   21  5.933511 0.654680 SUCCESS  56
010010111   28   16   24   28   22   20   31   22  7.247541 0.510176 SUCCESS  57
010011011   29   25   31   23   25   20   30   19  6.240670 0.620293 SUCCESS  58
010011111   26   28   12   22   29   26   36   24 14.129483 0.078452 SUCCESS  59
010100011   20   26   20   31   27   19   21   19  6.839761 0.554016 SUCCESS  60
010100111   27   33   23   21   23   24   27   20  5.189446 0.737149 SUCCESS  61
010101011   28   22   25   27   32   28   19   30  6.657055 0.574045 SUCCESS  62
010101111   30   20   19   29   21   29   19   29  7.798970 0.453350 SUCCESS  63
010110011   27   29   18   24   22   25   26   27  3.579511 0.892932 SUCCESS  64
010110111   22   22   19   25   30   25   29   24  3.985967 0.858387 SUCCESS  65
010111011   23   32   16   25   21   20   23   22  7.170089 0.518398 SUCCESS  66
010111111   29   19   16   19   27   26   23   26  6.941706 0.542935 SUCCESS  67
011000111   27   17   21   27   24   24   27   30  5.011373 0.756360 SUCCESS  68
011001111   22   27   28   27   22   20   28   19  4.214350 0.837285 SUCCESS  69
011010111   21   28   21   30   26   25   22   25  3.240577 0.918365 SUCCESS  70
011011111   20   26   26   23   29   23   33   22  5.478069 0.705469 SUCCESS  71
011101111   24   25   27   22   27   17   27   34  7.350810 0.499299 SUCCESS  72
011111111   27   22   22   22   15   22   27   24  5.297349 0.725374 SUCCESS  73
100000000   35   22   20   24   25   25   17   26  8.290159 0.405652 SUCCESS  74
100010000   24   30   26   25   17   24   16   33  9.908700 0.271493 SUCCESS  75
100100000   26   19   17   27   26   24   26   24  4.179927 0.840536 SUCCESS  76
100101000   21   30   30   25   17   26   24   23  5.680635 0.682955 SUCCESS  77
100110000   14   21   30   24   19   27   23   34 11.916485 0.154969 SUCCESS  78
100111000   28   20   26   21   23   26   23   20  3.061181 0.930460 SUCCESS  79
101000000   22   22   34   27   20   26   29   30  7.834717 0.449780 SUCCESS  80
101000100   23   34   27   25   24   36   21   19 11.723848 0.163957 SUCCESS  81
101001000   23   22   30   23   23   27   17   30  5.756763 0.674457 SUCCESS  82
101001100   15   29   32   31   25   24   23   31 10.885120 0.208294 SUCCESS  83
101010000   22   22   34   20   26   30   30   24  7.986972 0.434744 SUCCESS  84
101010100   21   25   24   26   28   23   19   23  2.569992 0.958387 SUCCESS  85
101011000   26   33   29   26   34   20   26   26  9.191776 0.326377 SUCCESS  86
101011100   27   18   15   30   30   24   21   31 10.764640 0.215395 SUCCESS  87
101100000   31   24   25   24   24   19   22   20  4.179927 0.840536 SUCCESS  88
101100100   18   19   23   20   22   20   26   21  5.533013 0.699380 SUCCESS  89
101101000   24   19   26   25   24   31   22   23  3.545088 0.895662 SUCCESS  90
101101100   33   25   25   25   29   30   28   23  6.039428 0.642815 SUCCESS  91
101110000   30   24   23   21   28   23   20   24  3.367015 0.909262 SUCCESS  92
101110100   21   20   25   23   32   31   35   25 10.478664 0.233023 SUCCESS  93
101111000   22   22   31   25   20   16   21   25  6.661689 0.573534 SUCCESS  94
101111100   22   22   28   23   21   24   30   32  5.393336 0.714827 SUCCESS  95
110000000   31   21   28   21   21   23   14   30  9.857065 0.275202 SUCCESS  96
110000010   27   24   15   21   19   31   31   19 10.687188 0.220061 SUCCESS  97
110000100   23   24   36   32   29   27   29   33 13.455588 0.097106 SUCCESS  98
110001000   28   33   24   21   19   25   13   31 12.781030 0.119609 SUCCESS  99
110001010   18   22   24   20   28   19   18   28  6.872860 0.550410 SUCCESS 100
110010000   20   25   22   32   25   25   28   22  4.350717 0.824176 SUCCESS 101
110010010   25   20   25   28   26   25   23   18  3.341198 0.911159 SUCCESS 102
110010100   24   31   30   18   18   25   23   14 11.330632 0.183660 SUCCESS 103
110011000   18   22   22   32   18   23   21   30  8.306047 0.404160 SUCCESS 104
110011010   14   32   18   34   29   24   31   19 16.654274 0.033917 SUCCESS 105
110100000   25   22   26   28   20   27   15   20  6.585561 0.581934 SUCCESS 106
110100010   24   36   24   22   29   33   26   21 10.589215 0.226078 SUCCESS 107
110100100   23   19   26   25   28   21   19   27  4.001854 0.856956 SUCCESS 108
110101000   23   21   25   19   25   28   22   23  2.713641 0.951024 SUCCESS 109
110101010   26   33   26   23   30   25   23   25  4.877653 0.770569 SUCCESS 110
110101100   22   27   30   26   25   21   22   25  2.732177 0.950025 SUCCESS 111
110110000   29   17   30   28   26   18   25   21  7.442825 0.489693 SUCCESS 112
110110010   29   23   18   15   22   21   22   15 11.175729 0.191940 SUCCESS 113
110110100   19   21   28   29   19   22   27   30  6.265163 0.617556 SUCCESS 114
110111000   35   34   33   18   28   25   30   22 15.674544 0.047282 SUCCESS 115
110111010   29   23   18   22   31   21   33   17 10.747428 0.216425 SUCCESS 116
110111100   20   28   28   22   21   16   26   22  5.992427 0.648080 SUCCESS 117
111000000   29   28   26   19   19   25   17   21  6.848367 0.553078 SUCCESS 118
111000010   29   20   32   29   28   27   24   33  9.039520 0.338973 SUCCESS 119
111000100   34   30   16   24   21   23   20   21 10.111266 0.257303 SUCCESS 120
111000110   26   16   34   25   22   19   23   11 16.184930 0.039808 SUCCESS 121
111001000   23   23   20   37   26   27   31   18 11.689425 0.165608 SUCCESS 122
111001010   23   24   23   20   23   24   24   24  1.095101 0.997573 SUCCESS 123
111001100   22   21   21   30   29   14   17   28 10.898360 0.207525 SUCCESS 124
111010000   21   25   26   18   20   18   19   17  8.455654 0.390271 SUCCESS 125
111010010   23   20   20   25   29   27   24   23  3.010870 0.933674 SUCCESS 126
111010100   16   20   22   22   13   18   24   25 11.556368 0.172122 SUCCESS 127
111010110   25   33   26   27   18   29   31   19  9.257974 0.321003 SUCCESS 128
111011000   26   20   26   30   22   17   24   25  4.951133 0.762786 SUCCESS 129
111011010   23   25   29   20   21   21   29   26  3.799288 0.874763 SUCCESS 130
111011100   26   30   27   23   37   21   28   27  9.861037 0.274915 SUCCESS 131
111100000   27   25   30   20   27   21   22   24  3.477566 0.900924 SUCCESS 132
111100010   22   28   12   31   21   20   24   20 11.287604 0.185930 SUCCESS 133
111100100   18   22   16   25   23   25   30   20  7.229006 0.512138 SUCCESS 134
111100110   16   21   25   25   20   16   26   20  8.244483 0.409960 SUCCESS 135
111101000   29   28   23   18   29   22   14   20  9.805431 0.278949 SUCCESS 136
111101010   20   25   18   28   17   19   24   27  6.966200 0.540284 SUCCESS 137
111101100   25   20   31   27   23   17   28   25  5.934835 0.654531 SUCCESS 138
111101110   28   24   29   23   40   22   30   23 13.504574 0.095628 SUCCESS 139
111110000   26   28   19   18   24   27   26   32  6.477659 0.593887 SUCCESS 140
111110010   19   21   17   20   23   33   28   28  9.179198 0.327405 SUCCESS 141
111110100   22   24   16   16   32   22   20   32 12.186572 0.143072 SUCCESS 142
111110110   32   21   32   27   25   15   30   26 10.867909 0.209297 SUCCESS 143
111111000   28   28   21   19   22   22   25   14  7.906873 0.442620 SUCCESS 144
111111010   17   24   20   26   25   26   25   27  3.680132 0.884769 SUCCESS 145
111111100   28   17   14   21   25   29   23   25  8.949491 0.346575 SUCCESS 146
111111110   27   22   22   22   15   22   27   24  5.297349 0.725374 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   20   29   24   23   23   22   17  4.458620 0.813559 SUCCESS   0
000000011   20   25   22   27   14   27   23   21  6.805339 0.557774 SUCCESS   1
000000101   21   23   32   23   25   22   24   29  4.265984 0.832363 SUCCESS   2
000000111   18   36   18   20   21   22   24   22 10.974487 0.203149 SUCCESS   3
000001001   18   29   17   30   33   21   26   27 10.299268 0.244646 SUCCESS   4
000001011   29   25   30   24   24   19   29   26  4.495691 0.809864 SUCCESS   5
000001101   29   22   25   23   23   26   22   30  3.003589 0.934132 SUCCESS   6
000001111   29   32   25   26   24   23   20   25  4.393746 0.819967 SUCCESS   7
000010001   23   22   27   24   24   26   13   23  6.322755 0.611127 SUCCESS   8
000010011   24   32   16   23   24   16   29   34 13.323854 0.101182 SUCCESS   9
000010101   25   25   28   25   24   26   32   23  3.241901 0.918273 SUCCESS  10
000010111   29   23   33   24   24   17   33   24  9.588302 0.295118 SUCCESS  11
000011001   17   29   22   34   19   20   24   23  9.509526 0.301150 SUCCESS  12
000011011   23   15   31   29   28   21   16   29 11.492817 0.175308 SUCCESS  13
000011101   19   36   23   19   27   27   24   21  9.324172 0.315692 SUCCESS  14
000011111   24   19   24   22   21   23   27   28  2.900320 0.940456 SUCCESS  15
000100011   24   21   30   24   23   27   12   24  8.721108 0.366366 SUCCESS  16
000100101   27   20   23   27   30   21   23   31  5.223869 0.733403 SUCCESS  17
000100111   28   24   19   21   24   14   36   26 12.679085 0.123379 SUCCESS  18
000101001   17   23   27   23   23   26   24   31  4.816089 0.777040 SUCCESS  19
000101011   22   31   20   23   18   30   26   21  6.654407 0.574336 SUCCESS  20
000101101   22   31   23   26   23   25   23   21  2.951954 0.937336 SUCCESS  21
000101111   25   16   36   19   26   23   37   15 20.602321 0.008282 FAILURE  22
000110011   29   26   21   22   24   23   22   22  2.315792 0.969768 SUCCESS  23
000110101   27   27   21   13   28   25   24   26  7.247541 0.510176 SUCCESS  24
000110111   19   19   27   25   24   24   19   21  4.508931 0.808539 SUCCESS  25
000111001   18   14   27   23   16   30   26   23 11.194265 0.190933 SUCCESS  26
000111011   24   25   15   22   24   32   19   25  7.712913 0.462004 SUCCESS  27
000111101   31   31   29   22   18   24   18   32 10.757358 0.215830 SUCCESS  28
000111111   21   21   23   21   21   23   30   27  3.739048 0.879867 SUCCESS  29
001000011   28   42   25   24   18   16   25   24 18.442281 0.018144 SUCCESS  30
001000101   21   25   24   19   17   29   19   22  6.440588 0.598005 SUCCESS  31
001000111   21   21   28   21   23   24   19   16  6.330037 0.610315 SUCCESS  32
001001011   28   31   25   22   20   25   23   27  3.859528 0.869570 SUCCESS  33
001001101   22   23   21   24   27   27   15   31  6.984735 0.538281 SUCCESS  34
001001111   24   19   22   24   19   23   37   23  9.620077 0.292710 SUCCESS  35
001010011   22   22   31   33   21   24   25   31  7.826111 0.450638 SUCCESS  36
001010101   20   25   22   17   33   33   33   19 14.036144 0.080828 SUCCESS  37
001010111   22   29   28   30   27   23   21   23  3.961473 0.860583 SUCCESS  38
001011011   24   31   27   29   27   29   22   21  4.953781 0.762504 SUCCESS  39
001011101   38   18   18   24   22   22   26   26 12.018429 0.150383 SUCCESS  40
001011111   20   16   36   17   31   22   36   20 20.441460 0.008789 FAILURE  41
001100101   20   32   32   37   28   16   17   21 18.789821 0.016025 SUCCESS  42
001100111   26   22   27   35   28   19   16   26 10.282056 0.245785 SUCCESS  43
001101011   24   22   21   21   31   26   30   22  4.757173 0.783186 SUCCESS  44
001101101   24   20   24   28   27   22   21   29  3.299493 0.914182 SUCCESS  45
001101111   17   21   22   30   18   27   13   23 11.989964 0.151652 SUCCESS  46
001110101   26   26   19   23   24   16   22   27  5.060360 0.751106 SUCCESS  47
001110111   21   16   20   30   23   28   29   26  7.264752 0.508356 SUCCESS  48
001111011   34   30   28   19   22   20   22   31 10.172830 0.253105 SUCCESS  49
001111101   18   16   22   23   15   22   19   28 10.819584 0.212133 SUCCESS  50
001111111   17   17   21   19   24   20   23   21  7.760575 0.457201 SUCCESS  51
010000011   27   24   28   22   25   27   22   26  1.741193 0.987944 SUCCESS  52
010000111   27   36   25   20   24   28   31   22  9.470469 0.304174 SUCCESS  53
010001011   29   21   22   27   24   31   22   16  7.001947 0.536423 SUCCESS  54
010001111   17   24   23   20   27   23   17   23  5.999709 0.647264 SUCCESS  55
010010011   20   28   25   18   31   30   14   34 14.781533 0.063535 SUCCESS  56
010010111   23   24   25   22   24   23   20   22  1.501556 0.992682 SUCCESS  57
010011011   24   21   22   28   25   23   17   32  6.154612 0.629918 SUCCESS  58
010011111   18   15   23   18   19   22   33   27 12.193854 0.142762 SUCCESS  59
010100011   16   25   19   19   30   23   18   30  9.949081 0.268618 SUCCESS  60
010100111   24   26   34   35   19   25   21   24 10.528975 0.229842 SUCCESS  61
010101011   22   29   20   18   31   38   27   15 17.408269 0.026128 SUCCESS  62
010101111   26   24   25   29   28   26   26   19  3.029406 0.932499 SUCCESS  63
010110011   26   18   16   21   33   33   20   29 13.306642 0.101726 SUCCESS  64
010110111   21   32   27   23   26   26   21   23  4.096517 0.848312 SUCCESS  65
010111011   27   30   21   22   29   20   27   22  4.596312 0.799722 SUCCESS  66
010111111   21   23   33   14   27   22   29   21 10.204605 0.250958 SUCCESS  67
011000111   30   25   18   19   17   22   29   33 10.908289 0.206950 SUCCESS  68
011001111   26   22   20   24   31   25   21   24  3.536482 0.896340 SUCCESS  69
011010111   33   24   24   17   29   28   39   19 17.181210 0.028277 SUCCESS  70
011011111   18   22   24   23   28   23   18   23  4.517536 0.807676 SUCCESS  71
011101111   24   19   16   25   26   22   29   26  5.603183 0.691583 SUCCESS  72
011111111   21   22   24   15   21   20   29   21  7.177371 0.517622 SUCCESS  73
100000000   24   20   29   24   23   23   22   17  4.458620 0.813559 SUCCESS  74
100010000   33   34   32   35   28   16   27   21 18.564086 0.017373 SUCCESS  75
100100000   24   26   22   29   26   28   28   19  3.698667 0.883236 SUCCESS  76
100101000   18   27   26   26   27   18   24   20  5.086177 0.748327 SUCCESS  77
100110000   20   17   23   23   19   19   27   25  6.075837 0.638737 SUCCESS  78
100111000   24   21   21   21   26   20   19   35  8.399386 0.395460 SUCCESS  79
101000000   20   32   24   33   18   17   25   25 10.493228 0.232099 SUCCESS  80
101000100   33   26   25   24   26   22   27   26  4.013108 0.855939 SUCCESS  81
101001000   28   25   21   21   23   21   30   23  3.527877 0.897015 SUCCESS  82
101001100   19   11   31   21   18   25   21   24 13.421827 0.098137 SUCCESS  83
101010000   25   36   19   18   33   25   22   25 12.095881 0.146977 SUCCESS  84
101010100   25   19   20   20   28   16   29   34 11.230011 0.189004 SUCCESS  85
101011000   33   31   21   25   30   32   19   20 11.317393 0.184356 SUCCESS  86
101011100   17   27   32   14   23   23   25   30 11.145278 0.193603 SUCCESS  87
101100000   29   23   26   29   29   29   19   20  5.834214 0.665796 SUCCESS  88
101100100   21   25   18   18   28   24   24   17  6.855649 0.552284 SUCCESS  89
101101000   22   23   12   29   20   24   25   25  8.593346 0.377752 SUCCESS  90
101101100   29   22   23   33   16   29   26   25  8.367611 0.398409 SUCCESS  91
101110000   20   34   29   25   29   23   28   35 11.929062 0.154397 SUCCESS  92
101110100   19   22   25   21   26   28   30   29  4.867724 0.771616 SUCCESS  93
101111000   29   25   31   23   27   26   25   23  3.335240 0.911594 SUCCESS  94
101111100   22   24   27   23   27   28   25   23  1.554515 0.991765 SUCCESS  95
110000000   18   20   28   18   20   26   17   28  8.635051 0.374011 SUCCESS  96
110000010   29   22   17   21   29   22   26   20  6.018245 0.645188 SUCCESS  97
110000100   30   23   31   29   18   15   23   28 10.264845 0.246927 SUCCESS  98
110001000   35   35   35   34   26   23   20   23 19.284982 0.013408 SUCCESS  99
110001010   26   25   21   16   25   23   29   21  5.086177 0.748327 SUCCESS 100
110010000   23   24   21   27   19   29   21   26  3.595398 0.891661 SUCCESS 101
110010010   30   36   17   24   26   23   21   23 10.121195 0.256622 SUCCESS 102
110010100   23   31   29   37   21   20   20   17 14.001721 0.081721 SUCCESS 103
110011000   23   19   19   25   23   17   27   22  5.499914 0.703049 SUCCESS 104
110011010   29   17   28   31   29   27   19   28  8.580106 0.378945 SUCCESS 105
110100000   23   29   25   31   24   19   29   27  5.266897 0.728706 SUCCESS 106
110100010   31   19   26   27   27   30   25   23  5.190770 0.737005 SUCCESS 107
110100100   22   30   27   17   30   22   26   24  5.867313 0.662092 SUCCESS 108
110101000   19   35   17   20   33   26   18   30 15.442189 0.051097 SUCCESS 109
110101010   27   23   18   20   25   21   23   30  4.840582 0.774471 SUCCESS 110
110101100   31   25   25   21   34   24   16   22  9.510850 0.301048 SUCCESS 111
110110000   23   21   28   29   17   23   13   23 10.007997 0.264465 SUCCESS 112
110110010   17   27   28   28   26   30   26   20  6.071203 0.639256 SUCCESS 113
110110100   23   21   18   30   17   19   20   23  8.092227 0.424513 SUCCESS 114
110111000   22   29   26   28   21   24   23   28  2.927461 0.938827 SUCCESS 115
110111010   16   27   36   17   22   34   28   34 19.901285 0.010716 SUCCESS 116
110111100   27   25   30   23   21   27   28   27  3.326635 0.912220 SUCCESS 117
111000000   20   25   24   18   26   24   20   33  6.645801 0.575285 SUCCESS 118
111000010   31   30   33   20   22   21   24   32 10.317803 0.243425 SUCCESS 119
111000100   33   29   35   21   21   22   28   32 13.013385 0.111390 SUCCESS 120
111000110   33   28   24   17   23   19   19   19  9.796825 0.279577 SUCCESS 121
111001000   29   19   27   31   14   33   19   19 14.449881 0.070767 SUCCESS 122
111001010   23   28   27   26   31   24   20   16  6.688830 0.570547 SUCCESS 123
111001100   18   24   24   35   22   19   18   31 11.568945 0.171497 SUCCESS 124
111010000   18   30   28   20   27   31   30   24  7.902239 0.443078 SUCCESS 125
111010010   20   27   25   19   32   22   26   27  5.443646 0.709275 SUCCESS 126
111010100   25   30   20   25   24   21   22   27  3.206154 0.920762 SUCCESS 127
111010110   26   21   23   21   25   31   21   17  5.840172 0.665130 SUCCESS 128
111011000   23   21   20   23   31   21   16   25  6.813944 0.556833 SUCCESS 129
111011010   25   26   16   27   30   25   22   26  5.096107 0.747256 SUCCESS 130
111011100   23   26   23   34   18   24   20   34 10.646807 0.222526 SUCCESS 131
111100000   27   27   20   20   21   22   26   29  3.951544 0.861469 SUCCESS 132
111100010   31   29   33   12   32   25   30   19 17.418199 0.026037 SUCCESS 133
111100100   27   15   20   26   23   21   20   26  6.457799 0.596092 SUCCESS 134
111100110   23   18   28   36   24   22   24   23  8.409316 0.394541 SUCCESS 135
111101000   22   21   25   26   20   27   26   19  3.306775 0.913658 SUCCESS 136
111101010   23   19   23   21   24   22   26   22  2.492540 0.962078 SUCCESS 137
111101100   18   18   23   27   27   22   24   22  4.619481 0.797364 SUCCESS 138
111101110   22   25   27   32   18   26   21   31  7.172737 0.518116 SUCCESS 139
111110000   25   25   23   16   24   20   34   30  9.163311 0.328707 SUCCESS 140
111110010   24   15   20   21   36   24   26   22 11.119461 0.195022 SUCCESS 141
111110100   19   17   21   21   14   16   24   23 12.191206 0.142874 SUCCESS 142
111110110   22   13   31   23   24   26   24   20  8.619163 0.375434 SUCCESS 143
111111000   26   24   24   12   25   18   26   27  8.780024 0.361191 SUCCESS 144
111111010   16   28   24   14   23   27   31   20 11.161166 0.192734 SUCCESS 145
111111100   25   13   30   16   26   16   24   24 12.947849 0.113657 SUCCESS 146
111111110   21   22   24   15   21   20   29   21  7.177371 0.517622 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
