		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011000111   25   29   25   29   33   27   26   18  7.089328 0.527026 SUCCESS  68
011001111   26   24   33   27   22   22   22   33  7.402444 0.493898 SUCCESS  69
011010111   28   29   24   30   21   25   20   28  4.656552 0.793574 SUCCESS  70
011011111   30   20   24   23   22   32   18   29  7.561981 0.477382 SUCCESS  71
011101111   29   25   22   21   19   27   28   27  4.003178 0.856837 SUCCESS  72
011111111   25   19   24   25   22   18   30   27  4.866400 0.771755 SUCCESS  73
100000000   18   21   23   31   21   18   21   28  7.415684 0.492518 SUCCESS  74
100010000   20   18   25   26   27   25   26   23  3.171731 0.923123 SUCCESS  75
100100000   26   27   22   25   25   25   29   18  3.316705 0.912940 SUCCESS  76
100101000   20   27   31   28   33   35   22   23 11.725172 0.163894 SUCCESS  77
100110000   25   31   30   36   24   20   25   23  9.818009 0.278032 SUCCESS  78
100111000   23   19   29   27   23   30   26   28  4.571819 0.802206 SUCCESS  79
101000000   20   23   15   28   17   29   24   26  8.525824 0.383860 SUCCESS  80
101000100   26   18   24   20   16   26   22   16  8.998478 0.342424 SUCCESS  81
101001000   28   20   29   27   25   20   25   20  4.222955 0.836468 SUCCESS  82
101001100   23   20   26   25   33   24   19   27  5.689241 0.681996 SUCCESS  83
101010000   24   24   20   27   26   23   28   26  1.969576 0.981930 SUCCESS  84
101010100   23   17   20   21   25   22   21   28  5.008725 0.756643 SUCCESS  85
101011000   12   24   25   19   23   19   32   36 17.237478 0.027729 SUCCESS  86
101011100   27   30   25   20   20   25   25   23  3.384227 0.907987 SUCCESS  87
101100000   32   18   23   34   30   20   28   24 10.876514 0.208795 SUCCESS  88
101100100   25   29   27   23   26   25   22   20  2.469371 0.963144 SUCCESS  89
101101000   30   29   17   27   22   24   20   21  6.391601 0.603455 SUCCESS  90
101101100   27   25   28   25   27   29   24   29  2.954602 0.937174 SUCCESS  91
101110000   21   37   30   19   19   22   28   18 13.543631 0.094464 SUCCESS  92
101110100   26   23   26   23   27   26   28   26  1.436682 0.993710 SUCCESS  93
101111000   26   25   25   15   21   19   26   23  5.797143 0.669943 SUCCESS  94
101111100   24   23   12   15   25   25   17   23 12.777058 0.119754 SUCCESS  95
110000000   25   20   18   34   20   17   28   23 10.246309 0.248162 SUCCESS  96
110000010   16   30   16   31   22   27   30   26 11.120785 0.194949 SUCCESS  97
110000100   26   25   31   24   27   17   21   28  5.621719 0.689520 SUCCESS  98
110001000   17   25   27   24   36   27   16   33 14.739828 0.064406 SUCCESS  99
110001010   25   30   19   25   24   18   25   17  6.670295 0.572587 SUCCESS 100
110010000   21   25   22   18   26   32   31   26  6.994665 0.537208 SUCCESS 101
110010010   25   24   31   15   25   32   23   22  8.400710 0.395338 SUCCESS 102
110010100   13   28   34   30   30   23   22   20 13.764732 0.088107 SUCCESS 103
110011000   27   29   27   28   33   16   23   27  8.512584 0.385064 SUCCESS 104
110011010   28   28   21   22   17   24   25   31  6.019568 0.645040 SUCCESS 105
110100000   27   25   20   27   14   27   23   24  6.365784 0.606330 SUCCESS 106
110100010   32   20   19   17   11   29   26   24 15.439541 0.051142 SUCCESS 107
110100100   28   20   31   27   25   23   20   20  5.239756 0.731670 SUCCESS 108
110101000   21   26   26   31   24   26   31   20  5.334419 0.721308 SUCCESS 109
110101010   20   19   25   19   23   21   25   26  4.000530 0.857076 SUCCESS 110
110101100   14   23   27   22   25   17   23   26  7.720195 0.461269 SUCCESS 111
110110000   31   20   22   36   23   17   30   21 12.832665 0.117738 SUCCESS 112
110110010   27   25   26   29   27   29   20   26  3.419974 0.905311 SUCCESS 113
110110100   30   25   24   32   24   21   22   20  5.358913 0.718616 SUCCESS 114
110111000   28   41   25   28   27   32   32   22 18.217870 0.019651 SUCCESS 115
110111010   32   27   30   25   27   22   24   20  5.436364 0.710080 SUCCESS 116
110111100   24   26   25   19   25   20   32   21  5.137811 0.742750 SUCCESS 117
111000000   23   31   27   27   20   23   22   22  3.892627 0.866679 SUCCESS 118
111000010   28   25   35   23   23   22   21   21  6.714647 0.567710 SUCCESS 119
111000100   21   28   24   21   28   32   22   30  6.105626 0.635401 SUCCESS 120
111000110   20   24   30   31   24   26   27   23  4.487085 0.810724 SUCCESS 121
111001000   27   19   17   20   22   30   24   26  6.348572 0.608248 SUCCESS 122
111001010   23   26   38   20   27   30   28   26 11.123433 0.194803 SUCCESS 123
111001100   24   22   26   28   31   24   26   24  2.877150 0.941829 SUCCESS 124
111010000   23   21   22   22   20   34   28   31  8.180933 0.415999 SUCCESS 125
111010010   21   20   32   24   19   26   24   26  5.222545 0.733547 SUCCESS 126
111010100   21   20   29   20   26   22   27   25  3.680132 0.884769 SUCCESS 127
111010110   21   25   25   22   30   27   21   21  3.358410 0.909896 SUCCESS 128
111011000   30   16   26   31   23   19   35   17 14.670982 0.065868 SUCCESS 129
111011010   28   26   23   34   28   21   22   22  6.173148 0.627844 SUCCESS 130
111011100   27   34   21   19   32   34   31   12 20.629463 0.008200 FAILURE 131
111100000   27   27   27   22   14   23   22   25  6.026850 0.644224 SUCCESS 132
111100010   15   28   16   20   24   20   25   30 10.270803 0.246531 SUCCESS 133
111100100   20   23   18   24   25   33   25   31  7.655321 0.467842 SUCCESS 134
111100110   27   21   32   27   23   23   20   18  6.230740 0.621403 SUCCESS 135
111101000   21   21   27   27   16   26   33   33 10.918219 0.206376 SUCCESS 136
111101010   24   23   22   21   22   24   24   26  1.188440 0.996755 SUCCESS 137
111101100   31   25   22   29   19   20   30   22  6.629914 0.577036 SUCCESS 138
111101110   25   35   26   25   29   34   25   12 16.231931 0.039178 SUCCESS 139
111110000   25   30   23   22   17   28   23   25  4.638017 0.795471 SUCCESS 140
111110010   31   22   16   26   25   24   16   29  9.094465 0.334390 SUCCESS 141
111110100   21   20   23   26   20   28   21   32  5.807073 0.668832 SUCCESS 142
111110110   24   28   27   31   23   24   27   26  3.174379 0.922942 SUCCESS 143
111111000   25   27   33   25   20   21   22   26  5.113318 0.745399 SUCCESS 144
111111010   17   21   25   19   16   29   21   32 10.881148 0.208525 SUCCESS 145
111111100   27   23   32   23   24   23   31   26  4.945175 0.763419 SUCCESS 146
111111110   25   19   24   25   22   18   30   27  4.866400 0.771755 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   23   22   25   13   23   23   18  7.753294 0.457933 SUCCESS   0
000000011   30   19   19   24   21   23   23   20  5.280137 0.727258 SUCCESS   1
000000101   24   22   25   21   17   33   24   21  6.704718 0.568800 SUCCESS   2
000000111   21   29   22   28   24   30   16   24  6.510757 0.590215 SUCCESS   3
000001001   24   30   22   21   22   24   22   27  2.850009 0.943415 SUCCESS   4
000001011   31   26   23   17   23   32   18   14 13.203373 0.105041 SUCCESS   5
000001101   24   19   22   18   21   33   25   23  6.941706 0.542935 SUCCESS   6
000001111   22   22   26   26   24   29   21   23  2.180748 0.974963 SUCCESS   7
000010001   24   25   27   28   24   17   19   21  4.908104 0.767351 SUCCESS   8
000010011   31   37   23   24   21   23   26   23  9.427440 0.307530 SUCCESS   9
000010101   26   16   27   27   25   26   28   24  4.350717 0.824176 SUCCESS  10
000010111   27   18   25   26   24   26   18   23  4.077982 0.850020 SUCCESS  11
000011001   23   19   21   34   31   17   20   25 10.713005 0.218497 SUCCESS  12
000011011   27   17   25   21   24   29   27   32  6.749070 0.563932 SUCCESS  13
000011101   28   23   16   24   22   24   36   23  9.663105 0.289472 SUCCESS  14
000011111   18   19   25   31   26   29   22   27  6.367108 0.606183 SUCCESS  15
000100011   22   26   25   22   23   19   23   28  2.561386 0.958807 SUCCESS  16
000100101   19   19   19   24   29   21   18   19  8.066410 0.427010 SUCCESS  17
000100111   27   35   30   21   24   27   24   24  7.174061 0.517975 SUCCESS  18
000101001   21   34   21   27   24   26   26   24  5.401941 0.713878 SUCCESS  19
000101011   30   18   27   27   27   27   19   24  5.452252 0.708324 SUCCESS  20
000101101   26   23   23   25   27   24   31   21  2.918855 0.939346 SUCCESS  21
000101111   21   24   26   18   24   25   22   24  2.611696 0.956319 SUCCESS  22
000110011   19   17   18   33   25   21   25   22  9.186480 0.326810 SUCCESS  23
000110101   16   28   22   27   24   19   22   25  5.568760 0.695411 SUCCESS  24
000110111   29   22   24   23   23   24   23   32  3.850923 0.870317 SUCCESS  25
000111001   23   18   20   29   28   23   23   27  4.536072 0.805813 SUCCESS  26
000111011   31   21   33   18   25   25   21   23  7.807576 0.452489 SUCCESS  27
000111101   16   29   28   22   27   25   24   27  5.274179 0.727910 SUCCESS  28
000111111   18   20   24   21   29   23   27   30  5.646212 0.686793 SUCCESS  29
001000011   21   19   13   23   27   22   20   24  8.668150 0.371059 SUCCESS  30
001000101   22   43   21   19   25   18   24   30 19.713283 0.011477 SUCCESS  31
001000111   19   22   27   27   18   15   23   27  7.898267 0.443470 SUCCESS  32
001001011   16   25   19   28   29   29   26   26  6.799381 0.558425 SUCCESS  33
001001101   28   25   28   24   23   29   26   28  2.759318 0.948542 SUCCESS  34
001001111   28   32   23   21   25   21   25   16  7.078074 0.528233 SUCCESS  35
001010011   17   29   19   25   25   24   23   26  4.679721 0.791195 SUCCESS  36
001010101   26   26   23   22   22   23   25   14  5.466815 0.706714 SUCCESS  37
001010111   29   24   33   20   26   37   19   28 13.478757 0.096405 SUCCESS  38
001011011   27   34   20   19   22   21   30   19  9.543949 0.298503 SUCCESS  39
001011101   29   26   29   18   30   18   24   30  8.037283 0.429837 SUCCESS  40
001011111   19   24   18   26   24   24   18   27  5.119276 0.744755 SUCCESS  41
001100101   31   30   20   20   28   19   24   32  9.054084 0.337754 SUCCESS  42
001100111   28   20   13   35   21   20   22   29 14.085130 0.079573 SUCCESS  43
001101011   27   25   20   25   18   26   26   30  4.418239 0.817556 SUCCESS  44
001101101   23   25   26   28   30   21   21   23  3.147238 0.924780 SUCCESS  45
001101111   23   22   27   26   26   28   26   26  1.597543 0.990967 SUCCESS  46
001110101   34   16   19   18   27   29   32   26 13.603871 0.092693 SUCCESS  47
001110111   30   18   24   15   28   22   23   20  8.508613 0.385426 SUCCESS  48
001111011   24   27   25   25   27   25   27   27  1.199694 0.996645 SUCCESS  49
001111101   24   21   20   21   31   26   23   17  6.161894 0.629103 SUCCESS  50
001111111   23   23   27   18   21   17   23   31  6.924495 0.544801 SUCCESS  51
010000011   30   21   28   23   29   31   23   22  5.521098 0.700701 SUCCESS  52
010000111   24   18   19   21   26   23   23   25  3.754936 0.878530 SUCCESS  53
010001011   24   28   19   16   24   25   26   23  4.992838 0.758341 SUCCESS  54
010001111   19   26   24   20   27   13   18   21 10.184745 0.252298 SUCCESS  55
010010011   25   22   18   31   30   17   26   18  9.331453 0.315111 SUCCESS  56
010010111   17   31   26   23   21   33   23   29  8.960745 0.345618 SUCCESS  57
010011011   25   34   29   34   27   31   25   20 11.692073 0.165481 SUCCESS  58
010011111   24   33   23   18   21   21   21   22  6.670295 0.572587 SUCCESS  59
010100011   26   24   23   26   21   21   23   28  1.917942 0.983425 SUCCESS  60
010100111   19   24   20   22   23   20   22   31  5.297349 0.725374 SUCCESS  61
010101011   22   21   21   30   27   24   26   18  4.688327 0.790309 SUCCESS  62
010101111   19   16   26   16   27   31   16   23 12.524182 0.129304 SUCCESS  63
010110011   32   21   29   25   24   22   31   17  8.265666 0.407959 SUCCESS  64
010110111   34   31   23   28   29   24   24   26  7.403768 0.493760 SUCCESS  65
010111011   26   23   20   28   27   20   26   28  3.325311 0.912317 SUCCESS  66
010111111   14   25   17   29   21   29   16   24 12.193854 0.142762 SUCCESS  67
011000111   22   21   29   18   17   18   29   25  8.330540 0.401866 SUCCESS  68
011001111   21   20   26   35   23   20   28   32 10.079491 0.259491 SUCCESS  69
011010111   29   23   22   28   22   29   16   24  5.909018 0.657423 SUCCESS  70
011011111   34   25   30   33   23   27   26   16 11.851611 0.157948 SUCCESS  71
011101111   36   20   28   19   22   24   31   24 10.409819 0.237431 SUCCESS  72
011111111   24   21   23   27   30   21   26   34  6.698760 0.569455 SUCCESS  73
100000000   24   23   22   25   14   23   23   18  6.829832 0.555099 SUCCESS  74
100010000   29   23   23   18   24   25   21   23  3.391509 0.907445 SUCCESS  75
100100000   23   24   25   19   29   35   17   24  9.324172 0.315692 SUCCESS  76
100101000   29   22   25   20   28   19   30   22  5.333095 0.721453 SUCCESS  77
100110000   18   21   15   34   25   27   20   21 11.482888 0.175810 SUCCESS  78
100111000   27   27   36   29   28   23   25   18  9.555203 0.297642 SUCCESS  79
101000000   22   20   31   23   20   33   26   17  9.374482 0.311696 SUCCESS  80
101000100   26   19   33   22   22   26   14   26  9.763726 0.282002 SUCCESS  81
101001000   30   22   20   22   30   34   24   31  9.724669 0.284885 SUCCESS  82
101001100   19   29   15   36   17   25   26   27 14.306232 0.074125 SUCCESS  83
101010000   33   21   26   18   22   19   30   25  8.290159 0.405652 SUCCESS  84
101010100   33   21   22   17   24   22   26   24  6.552462 0.585595 SUCCESS  85
101011000   25   27   20   22   23   21   30   18  5.001444 0.757422 SUCCESS  86
101011100   25   29   24   23   24   29   20   23  2.808304 0.945805 SUCCESS  87
101100000   22   24   22   26   20   31   25   19  4.518860 0.807543 SUCCESS  88
101100100   21   27   26   24   24   27   27   28  2.021211 0.980355 SUCCESS  89
101101000   31   23   33   21   26   19   26   28  7.554700 0.478130 SUCCESS  90
101101100   22   30   23   21   17   28   33   15 11.890667 0.156149 SUCCESS  91
101110000   28   26   15   22   18   22   22   24  6.872860 0.550410 SUCCESS  92
101110100   25   28   20   25   21   24   25   29  2.808304 0.945805 SUCCESS  93
101111000   19   16   26   20   26   26   24   24  5.382082 0.716066 SUCCESS  94
101111100   34   26   25   25   25   22   25   18  6.053991 0.641184 SUCCESS  95
110000000   24   19   20   33   26   23   27   21  6.163218 0.628955 SUCCESS  96
110000010   27   23   18   23   20   25   18   23  4.839259 0.774610 SUCCESS  97
110000100   17   30   18   28   25   25   18   19  8.932280 0.348041 SUCCESS  98
110001000   21   34   19   16   21   26   27   31 11.349168 0.182689 SUCCESS  99
110001010   27   26   25   35   32   26   19   21  9.453258 0.305513 SUCCESS 100
110010000   23   23   21   25   22   33   20   22  5.111994 0.745542 SUCCESS 101
110010010   22   28   30   21   38   26   26   27 10.953966 0.204321 SUCCESS 102
110010100   29   17   25   18   23   20   28   22  6.661689 0.573534 SUCCESS 103
110011000   14   17   21   23   27   28   28   24  8.864758 0.353833 SUCCESS 104
110011010   29   20   28   22   12   27   22   18 11.287604 0.185930 SUCCESS 105
110100000   27   20   30   23   22   19   20   23  4.899499 0.768262 SUCCESS 106
110100010   23   17   29   19   21   29   19   24  7.161484 0.519314 SUCCESS 107
110100100   31   23   13   32   28   26   26   23 10.731541 0.217379 SUCCESS 108
110101000   27   21   25   19   22   16   28   25  5.822960 0.667055 SUCCESS 109
110101010   29   16   20   25   28   23   27   28  6.189035 0.626066 SUCCESS 110
110101100   22   17   25   21   22   20   41   23 15.890349 0.043977 SUCCESS 111
